Groupe	taille moy du groupe (ac.a)	taille moy LJ	taille moy GM	taille moy LA	taille moy MT	taille moy PV
OG0000073	929.6933333333334	810.8	946.45	1113.8333333333333	941.8888888888889	937.4375
OG0000074	805.28	696.75	815.1333333333333	819.0	837.6666666666666	860.6666666666666
OG0000075	212.78666666666666	102.66666666666667	0	0	217.375	0
OG0000076	402.43835616438355	67.0	411.88732394366195	0	0	0
OG0000077	211.6164383561644	185.44	218.0	143.66666666666666	243.08695652173913	217.25
OG0000078	571.5890410958904	539.1851851851852	539.5	549.0	599.9411764705883	596.8
OG0000079	801.8767123287671	377.0	882.34375	442.0	695.8571428571429	954.4285714285714
OG0000080	162.45833333333334	228.23809523809524	156.3030303030303	0	90.75	109.5
OG0000081	798.6323529411765	452.25	753.875	1033.6666666666667	906.4230769230769	666.6875
OG0000082	960.8088235294117	631.9090909090909	1056.842105263158	853.8	1045.92	985.875
OG0000083	124.4776119402985	107.0	82.0	134.0	134.58333333333334	120.64864864864865
OG0000084	919.1818181818181	899.5714285714286	894.0714285714286	1160.2857142857142	901.8181818181819	868.6923076923077
OG0000085	404.7692307692308	379.9166666666667	402.47058823529414	438.6	407.8333333333333	402.07142857142856
OG0000086	850.0307692307692	756.0	919.7368421052631	923.0	778.0	890.4615384615385
OG0000087	345.78125	346.44444444444446	358.2857142857143	126.0	334.0769230769231	365.4166666666667
OG0000088	283.4375	143.33333333333334	302.0625	401.25	299.5652173913044	293.5
OG0000089	102.046875	91.2	105.55555555555556	95.66666666666667	93.5	105.3
OG0000090	572.015625	100.0	0	0	587.241935483871	0
OG0000091	172.88888888888889	102.0	0	0	174.50819672131146	145.0
OG0000092	794.7741935483871	0	803.1764705882352	0	913.0	740.1
OG0000093	497.75409836065575	492.3333333333333	511.9	485.0	496.11538461538464	496.0
OG0000094	97.53333333333333	138.33333333333334	95.87037037037037	0	91.5	77.0
OG0000095	362.98333333333335	321.8125	388.1666666666667	390.0	379.25	365.77777777777777
OG0000096	177.0	109.14285714285714	87.0	0	206.04761904761904	0
OG0000097	433.35593220338984	252.6	446.0	417.0	458.0	442.8181818181818
OG0000098	376.4406779661017	374.46153846153845	377.0	377.0	377.0	377.0
OG0000099	194.0	104.33333333333333	114.66666666666667	0	211.26530612244898	124.0
OG0000100	74.8103448275862	81.6	68.3225806451613	0	81.0	83.81818181818181
OG0000101	102.32758620689656	85.6	70.0	79.0	103.23255813953489	114.875
OG0000102	236.32758620689654	140.0	326.57142857142856	0	97.13636363636364	0
OG0000103	249.17241379310346	228.9090909090909	259.35714285714283	277.5	0	248.0344827586207
OG0000104	847.8275862068965	836.1764705882352	854.4705882352941	852.8333333333334	840.0	857.8181818181819
OG0000105	88.98275862068965	89.38461538461539	87.95238095238095	88.2	89.92307692307692	90.33333333333333
OG0000106	100.01724137931035	77.66666666666667	100.5	214.0	105.08823529411765	0
OG0000107	135.49122807017545	133.1	136.0	136.0	136.0	136.0
OG0000108	320.7543859649123	290.7647058823529	332.9375	0	344.0	330.5
OG0000109	979.9122807017544	969.3076923076923	982.4285714285714	0	987.8965517241379	966.0
OG0000110	233.3684210526316	197.5	243.0	91.0	265.2307692307692	216.47368421052633
OG0000111	771.1228070175439	423.75	954.0	0	884.0294117647059	1393.0
OG0000112	1066.017857142857	927.0	1091.0	1168.0	1074.3636363636363	1131.7777777777778
OG0000113	540.2142857142857	472.2	542.5714285714286	587.0	541.2352941176471	579.0
OG0000114	432.26785714285717	388.4	345.0	0	445.4117647058824	459.1818181818182
OG0000115	262.4642857142857	214.54545454545453	248.25	0	286.05128205128204	94.5
OG0000116	621.1818181818181	510.0	625.6363636363636	643.8333333333334	657.0	639.8
OG0000117	451.9818181818182	419.45454545454544	460.85714285714283	507.3333333333333	460.8888888888889	450.0625
OG0000118	293.8888888888889	0	303.2173913043478	0	240.25	0
OG0000119	482.6296296296296	233.22222222222223	290.5	0	581.8947368421053	108.0
OG0000120	94.64814814814815	83.0	194.0	0	92.96153846153847	0
OG0000121	234.35849056603774	175.5	242.70454545454547	0	208.0	0
OG0000122	387.5660377358491	746.0	468.9	412.5	359.0	316.6363636363636
OG0000123	329.41509433962267	312.5833333333333	330.1	325.0	339.2142857142857	333.8666666666667
OG0000124	260.79245283018867	285.25	0	0	250.6	261.12
OG0000125	363.1923076923077	357.0833333333333	366.77777777777777	389.6666666666667	381.2631578947368	320.77777777777777
OG0000126	224.57692307692307	160.5	241.66666666666666	0	234.88888888888889	84.0
OG0000127	1254.4615384615386	1225.125	1262.5454545454545	1258.0	1228.1052631578948	1312.2727272727273
OG0000128	508.3529411764706	453.42857142857144	529.1111111111111	526.0	473.5	546.2222222222222
OG0000129	102.94117647058823	103.0	102.6842105263158	103.0	103.0	103.33333333333333
OG0000130	645.4705882352941	535.8571428571429	669.7	668.0	659.6875	661.6470588235294
OG0000131	1292.2941176470588	955.7777777777778	1367.8235294117646	1346.0	1339.45	1479.25
OG0000132	147.58823529411765	236.0	0	0	143.9795918367347	0
OG0000133	367.32	346.0	384.65	390.0	352.75	382.0
OG0000134	442.32	430.7142857142857	439.88235294117646	446.375	447.5	447.125
OG0000135	599.74	570.0	598.5945945945946	527.0	650.0	608.6666666666666
OG0000136	158.76	169.28571428571428	97.83333333333333	93.0	148.0	0
OG0000137	636.86	622.5454545454545	639.25	611.25	641.2142857142857	655.7777777777778
OG0000138	342.38	274.42857142857144	493.7	0	325.1764705882353	295.8125
OG0000139	467.2	389.9375	419.1666666666667	0	525.1111111111111	515.4
OG0000140	210.78	116.0	80.0	0	222.11111111111111	0
OG0000141	87.08	153.5	72.0	0	84.84782608695652	0
OG0000142	74.12244897959184	0	71.66666666666667	0	74.06896551724138	76.27272727272727
OG0000143	478.6938775510204	454.4	467.94117647058823	611.0	449.5833333333333	501.4
OG0000144	145.18367346938774	144.375	146.47368421052633	148.0	142.33333333333334	144.375
OG0000145	434.265306122449	289.7142857142857	478.0	50.0	443.7142857142857	455.57142857142856
OG0000146	957.4489795918367	880.0	957.5	0	970.5	1040.5
OG0000147	1147.408163265306	593.75	1123.2	0	1205.0	1237.0
OG0000148	656.0204081632653	220.33333333333334	679.8055555555555	770.0	729.0	656.8
OG0000149	135.79591836734693	142.75	103.0	0	135.9090909090909	0
OG0000150	143.75510204081633	59.0	0	0	145.52083333333334	0
OG0000151	108.47916666666667	0	108.10526315789474	0	114.66666666666667	104.52941176470588
OG0000152	516.2291666666666	404.8	528.047619047619	521.1428571428571	519.8571428571429	547.375
OG0000153	1001.1458333333334	613.75	1039.675	0	1024.5	982.0
OG0000154	1115.063829787234	1006.1428571428571	1128.5714285714287	1178.0	1130.090909090909	1129.2727272727273
OG0000155	1301.0	850.7142857142857	1371.8333333333333	1536.0	1456.2222222222222	1301.909090909091
OG0000156	195.61702127659575	191.6	196.68421052631578	196.66666666666666	196.6	196.8
OG0000157	90.14893617021276	80.51724137931035	115.33333333333333	0	103.73333333333333	0
OG0000158	333.0425531914894	340.6666666666667	332.48387096774195	234.0	355.25	329.4
OG0000159	176.17021276595744	227.75	168.26470588235293	200.5	0	169.2
OG0000160	353.1063829787234	347.0	358.06060606060606	307.0	352.0	340.14285714285717
OG0000161	676.0652173913044	725.2	696.1666666666666	292.5	0	667.0
OG0000162	477.9347826086956	462.85714285714283	482.70588235294116	486.4	477.6	475.85714285714283
OG0000163	802.804347826087	772.8888888888889	811.6	781.4	811.875	821.8888888888889
OG0000164	114.15217391304348	116.3409090909091	0	0	66.0	0
OG0000165	745.0	601.25	755.4444444444445	740.3333333333334	738.6470588235294	795.25
OG0000166	948.1777777777778	0	869.0	0	944.9069767441861	1168.0
OG0000167	81.31111111111112	67.66666666666667	0	58.0	82.8780487804878	0
OG0000168	586.8863636363636	533.625	596.1818181818181	606.6666666666666	602.9	591.8888888888889
OG0000169	80.8409090909091	58.0	85.36363636363636	83.5	79.0	80.23076923076923
OG0000170	451.8636363636364	416.125	485.9	72.0	477.3	398.0
OG0000171	569.6590909090909	603.0	555.0263157894736	837.0	618.3333333333334	679.0
OG0000172	458.1818181818182	389.75	485.5882352941176	394.0	469.1111111111111	463.44444444444446
OG0000173	449.54545454545456	485.5	356.375	526.5	451.92857142857144	476.55555555555554
OG0000174	143.77272727272728	147.4	356.0	50.0	150.45454545454547	54.5
OG0000175	413.84090909090907	385.0	0	357.0	433.037037037037	0
OG0000176	170.38636363636363	94.0	0	92.5	176.53846153846155	239.0
OG0000177	769.7674418604652	299.5	810.8571428571429	888.0	847.7333333333333	788.875
OG0000178	744.1395348837209	675.25	778.0909090909091	755.6	724.9166666666666	794.2857142857143
OG0000179	180.46511627906978	178.42857142857142	179.95238095238096	188.0	181.0	181.375
OG0000180	984.5348837209302	929.1428571428571	1021.7142857142857	1035.5	948.5	1029.5
OG0000181	497.51162790697674	464.4	505.2	501.0	503.0	497.8
OG0000182	221.62790697674419	192.0	221.72222222222223	286.6666666666667	230.22222222222223	204.33333333333334
OG0000183	154.67441860465115	162.33333333333334	180.5	58.0	169.4	144.69565217391303
OG0000184	354.35714285714283	224.33333333333334	364.73333333333335	359.5	360.5	365.6
OG0000185	352.42857142857144	268.5	399.15384615384613	0	381.3333333333333	471.25
OG0000186	732.0714285714286	671.6666666666666	727.0	0	768.8333333333334	702.0666666666667
OG0000187	132.71428571428572	129.0	142.0	115.0	135.38095238095238	128.8
OG0000188	318.76190476190476	323.2	319.25	315.6666666666667	317.07142857142856	319.375
OG0000189	555.8571428571429	553.7	555.4166666666666	577.4	555.7142857142857	545.875
OG0000190	302.85714285714283	274.2857142857143	301.55555555555554	182.0	316.375	311.0
OG0000191	316.5952380952381	310.8888888888889	323.3333333333333	360.0	304.42857142857144	325.1818181818182
OG0000192	752.547619047619	552.3333333333334	809.88	1167.5	532.5	716.2
OG0000193	158.73170731707316	81.0	181.0344827586207	0	122.0	121.66666666666667
OG0000194	397.6829268292683	336.0	426.2173913043478	103.0	418.25	395.6666666666667
OG0000195	570.3414634146342	537.125	587.5714285714286	587.4	596.4285714285714	594.1666666666666
OG0000196	287.9024390243902	243.8421052631579	985.0	123.5	144.25	260.9230769230769
OG0000197	908.3658536585366	699.4285714285714	951.7857142857143	1044.0	923.6	962.25
OG0000198	540.5853658536586	495.0	544.9090909090909	564.5	549.7777777777778	546.25
OG0000199	120.02439024390245	100.0	118.66666666666667	119.5	131.42857142857142	119.0
OG0000200	504.7560975609756	495.09090909090907	494.1	518.5714285714286	512.5	514.7142857142857
OG0000201	145.78048780487805	0	103.0	0	151.1818181818182	143.8235294117647
OG0000202	432.3170731707317	366.3333333333333	429.82758620689657	426.0	472.0	473.25
OG0000203	557.8536585365854	102.66666666666667	490.7857142857143	95.0	674.375	686.8571428571429
OG0000204	443.2439024390244	342.3333333333333	80.0	0	461.2432432432432	0
OG0000205	200.609756097561	202.30769230769232	203.0	0	0	132.0
OG0000206	133.1	99.66666666666667	127.7	0	141.27272727272728	152.83333333333334
OG0000207	155.65	153.0	153.72222222222223	146.5	161.25	156.63636363636363
OG0000208	331.4	288.8695652173913	401.7142857142857	0	371.55555555555554	456.0
OG0000209	800.9	670.5	802.5714285714286	880.0	760.75	832.8666666666667
OG0000210	91.0	81.0	67.5	0	92.86111111111111	0
OG0000211	662.85	631.0	692.8181818181819	631.0	398.3333333333333	597.0
OG0000212	615.9	538.6	637.3846153846154	645.0	546.2	665.0
OG0000213	137.825	140.10526315789474	0	61.0	128.0	0
OG0000214	101.05	163.5	0	0	97.76315789473684	0
OG0000215	294.97435897435895	296.0	296.0	292.5	281.5	295.2
OG0000216	299.7435897435897	376.0	283.3	147.0	272.1333333333333	289.3333333333333
OG0000217	452.7435897435897	452.6666666666667	448.1	440.5	456.5	467.3333333333333
OG0000218	150.82051282051282	144.44444444444446	112.75	100.5	163.75	0
OG0000219	680.2051282051282	223.5	743.6875	796.5	776.4285714285714	782.5
OG0000220	530.0	523.6666666666666	532.1818181818181	533.75	533.5	526.6
OG0000221	383.3333333333333	355.6666666666667	375.15384615384613	457.0	406.38461538461536	366.5
OG0000222	558.8461538461538	159.5	584.4	0	0	511.0
OG0000223	85.33333333333333	80.0	86.0	0	85.75	75.0
OG0000224	379.4871794871795	391.0	384.75	382.0	329.14285714285717	402.8
OG0000225	547.5641025641025	564.8	559.5	555.0	518.2222222222222	546.125
OG0000226	121.2051282051282	113.0	122.2	103.0	122.86666666666666	101.0
OG0000227	390.1025641025641	310.8	419.85714285714283	293.5	431.8333333333333	424.75
OG0000228	359.20512820512823	335.1666666666667	364.8	376.0	361.7142857142857	367.0
OG0000229	200.0	173.25	0	0	203.05714285714285	0
OG0000230	129.02564102564102	96.0	0	0	131.72222222222223	98.0
OG0000231	795.9473684210526	669.4444444444445	822.7272727272727	1002.0	790.5555555555555	841.6666666666666
OG0000232	437.60526315789474	442.6	442.77777777777777	436.8333333333333	428.375	438.3
OG0000233	464.0263157894737	363.2	484.0625	468.0	471.0	480.25
OG0000234	1115.3947368421052	1095.375	1118.8181818181818	1209.5	1115.8333333333333	1086.888888888889
OG0000235	553.5526315789474	514.7	536.3	597.2	589.8333333333334	571.4285714285714
OG0000236	697.8157894736842	695.3333333333334	709.7142857142857	655.4	715.0	710.4
OG0000237	271.2631578947368	189.125	287.375	317.6666666666667	284.7692307692308	306.8333333333333
OG0000238	217.1578947368421	186.8	242.66666666666666	117.0	218.2	254.5
OG0000239	1153.8947368421052	754.0	1165.2307692307693	0	1335.1818181818182	1019.9230769230769
OG0000240	685.2894736842105	473.0	716.2	747.5	698.3333333333334	727.0
OG0000241	949.4736842105264	469.55555555555554	1024.2307692307693	1241.6	1219.8333333333333	1002.4
OG0000242	530.0263157894736	247.71428571428572	615.0454545454545	514.0	435.3333333333333	611.2
OG0000243	446.94736842105266	416.27272727272725	458.2	455.75	457.09090909090907	466.14285714285717
OG0000244	1065.1315789473683	918.5833333333334	1099.642857142857	1086.5	1238.75	1154.8333333333333
OG0000245	339.2432432432432	251.53846153846155	299.6666666666667	128.0	401.625	457.25
OG0000246	853.4594594594595	820.6363636363636	851.25	884.0	869.1428571428571	900.0
OG0000247	280.2162162162162	0	473.07142857142856	122.0	153.0	238.66666666666666
OG0000248	136.2972972972973	125.75	139.6	108.5	138.2	142.33333333333334
OG0000249	412.5945945945946	408.8333333333333	415.9230769230769	413.0	410.75	411.75
OG0000250	141.6216216216216	151.8125	121.0	170.42857142857142	116.54545454545455	107.5
OG0000251	219.8108108108108	233.5	0	99.0	222.55882352941177	0
OG0000252	441.94444444444446	343.0	450.625	497.5	498.625	438.5833333333333
OG0000253	602.9166666666666	516.8333333333334	623.5833333333334	659.6	587.0	625.4
OG0000254	490.8888888888889	229.6	535.8333333333334	453.0	520.8	607.0
OG0000255	874.3888888888889	721.5882352941177	982.75	0	664.5	1147.4545454545455
OG0000256	253.13888888888889	252.25	251.30769230769232	250.25	256.25	255.14285714285714
OG0000257	1010.1111111111111	225.25	1147.125	1186.3333333333333	983.8	1078.875
OG0000258	72.16666666666667	69.0	73.29411764705883	69.0	74.85714285714286	69.0
OG0000259	732.8055555555555	566.8333333333334	759.5833333333334	951.5	615.5	808.0
OG0000260	478.4166666666667	481.1111111111111	483.54545454545456	464.5	469.0	480.2857142857143
OG0000261	701.0833333333334	680.0	709.1666666666666	714.0	710.5	704.8
OG0000262	155.91666666666666	155.4	156.4	129.0	154.6153846153846	178.0
OG0000263	937.6111111111111	554.0	1115.125	0	930.9230769230769	894.0769230769231
OG0000264	306.52777777777777	0	0	72.0	326.93939393939394	87.0
OG0000265	390.2	377.5	395.77777777777777	374.5	388.4	395.75
OG0000266	327.8285714285714	327.0	329.57894736842104	326.0	320.75	328.14285714285717
OG0000267	287.0857142857143	330.5	301.0	0	250.16666666666666	288.95
OG0000268	310.3142857142857	300.0	310.57142857142856	0	312.75	318.5
OG0000269	441.22857142857146	389.0	423.09090909090907	533.6666666666666	454.44444444444446	460.6666666666667
OG0000270	496.2857142857143	495.75	492.57142857142856	493.0	499.27272727272725	496.85714285714283
OG0000271	92.74285714285715	103.0	77.85714285714286	0	84.57142857142857	137.0
OG0000272	208.28571428571428	212.8	203.0909090909091	216.0	206.71428571428572	210.83333333333334
OG0000273	537.1714285714286	536.8333333333334	544.4545454545455	545.5	521.5555555555555	543.0
OG0000274	619.5428571428571	584.4	637.7777777777778	0	634.8888888888889	626.5714285714286
OG0000275	464.9714285714286	461.3333333333333	470.44444444444446	415.75	476.125	475.0
OG0000276	320.37142857142857	300.0	334.75	0	338.8181818181818	308.6470588235294
OG0000277	569.4571428571429	399.4	549.8571428571429	878.0	584.0	616.6363636363636
OG0000278	515.9142857142857	536.0	506.6666666666667	468.2	530.3636363636364	525.5
OG0000279	725.7142857142857	728.0	712.2941176470588	0	720.8571428571429	761.8571428571429
OG0000280	352.51428571428573	356.3333333333333	343.5	371.8	339.1666666666667	360.54545454545456
OG0000281	1201.5	1254.25	1207.9285714285713	1164.6666666666667	1150.5	1222.1666666666667
OG0000282	156.2058823529412	152.66666666666666	152.33333333333334	152.66666666666666	155.54545454545453	160.9090909090909
OG0000283	196.58823529411765	174.85714285714286	163.57142857142858	61.0	239.8	164.25
OG0000284	525.6764705882352	509.0	531.2	662.0	499.6666666666667	531.8333333333334
OG0000285	407.11764705882354	419.0	401.6	413.2	401.8666666666667	412.8
OG0000286	380.4117647058824	372.4	361.6666666666667	464.3333333333333	196.0	424.7142857142857
OG0000287	1422.3529411764705	1392.2	1464.2	295.0	1507.0	1496.0
OG0000288	216.05882352941177	139.25	199.0	0	229.33333333333334	0
OG0000289	234.55882352941177	85.0	188.0	0	250.44444444444446	0
OG0000290	607.3529411764706	611.4	604.6428571428571	617.5	589.75	614.1428571428571
OG0000291	413.5882352941176	390.14285714285717	418.3333333333333	416.75	417.42857142857144	425.2857142857143
OG0000292	285.0882352941176	281.6666666666667	285.38461538461536	285.3333333333333	287.0	285.6
OG0000293	332.9117647058824	263.5	382.15384615384613	383.75	390.2	214.0
OG0000294	1067.7058823529412	619.0	1086.72	1077.5	1057.25	1065.5
OG0000295	287.8529411764706	293.5	282.9583333333333	306.0	315.5	294.4
OG0000296	199.2058823529412	168.7826086956522	274.0	286.5	95.0	344.0
OG0000297	521.7941176470588	502.6666666666667	512.0	571.8	505.0	535.1666666666666
OG0000298	169.11764705882354	175.5	166.16666666666666	140.0	187.0	182.0
OG0000299	590.3823529411765	0	570.2	0	0	646.4444444444445
OG0000300	359.05882352941177	262.7142857142857	356.0	388.0	386.2083333333333	0
OG0000301	591.4411764705883	540.8	600.9565217391304	605.0	591.6666666666666	601.5
OG0000302	676.3235294117648	679.8333333333334	1128.5	299.0	646.3684210526316	0
OG0000303	168.6764705882353	136.4	301.3333333333333	84.0	180.06666666666666	0
OG0000304	549.2727272727273	461.75	542.2272727272727	568.5	631.0	660.0
OG0000305	712.6363636363636	503.2	762.2	749.5	838.0	645.5
OG0000306	171.27272727272728	149.0	170.96153846153845	0	231.0	0
OG0000307	175.84848484848484	181.33333333333334	173.0	184.0	170.75	183.5
OG0000308	72.84848484848484	80.0	69.33333333333333	0	0	73.91304347826087
OG0000309	718.7272727272727	607.0	759.125	702.2857142857143	747.625	742.6
OG0000310	385.3030303030303	353.85714285714283	389.45454545454544	406.5	383.42857142857144	409.5
OG0000311	879.939393939394	782.375	937.8	1092.0	979.1	629.5
OG0000312	283.42424242424244	207.5	278.4	185.0	298.55555555555554	297.5
OG0000313	368.1515151515151	357.2	378.0	326.0	364.77777777777777	378.2
OG0000314	106.21212121212122	72.0	87.5	0	108.6	0
OG0000315	107.18181818181819	99.0	105.5	117.0	106.92857142857143	115.66666666666667
OG0000316	946.1818181818181	822.6666666666666	957.0	1011.0	974.7777777777778	1015.75
OG0000317	203.87878787878788	164.25	184.61111111111111	0	94.5	284.3333333333333
OG0000318	631.9090909090909	639.0	632.5	663.0	618.25	637.4444444444445
OG0000319	530.2727272727273	344.75	563.3636363636364	558.0	523.5714285714286	582.0
OG0000320	711.3030303030303	682.7	609.0	1308.0	734.1111111111111	683.0
OG0000321	1046.7878787878788	796.1538461538462	1185.6666666666667	1500.5	1160.0	1278.0
OG0000322	345.03125	332.95454545454544	357.2	384.0	390.0	376.0
OG0000323	441.59375	396.57142857142856	453.7857142857143	0	448.8333333333333	461.8
OG0000324	435.46875	369.8888888888889	529.2142857142857	85.5	432.2857142857143	0
OG0000325	445.625	416.5	471.5	476.5	458.6	439.57142857142856
OG0000326	823.46875	765.1666666666666	820.5	883.5	821.0	829.8
OG0000327	409.625	411.0	411.1818181818182	404.0	410.1666666666667	411.25
OG0000328	587.9375	514.5	604.125	603.1666666666666	602.4	609.0
OG0000329	240.125	203.14285714285714	280.0	107.75	115.0	286.10526315789474
OG0000330	824.625	666.6666666666666	786.75	0	946.9333333333333	1037.0
OG0000331	137.875	146.5	149.2	150.0	134.6875	125.0
OG0000332	435.25	525.0	483.61538461538464	351.6666666666667	517.0	300.25
OG0000333	595.84375	212.16666666666666	673.2666666666667	758.3333333333334	757.75	597.25
OG0000334	227.71875	205.5	230.85714285714286	219.66666666666666	234.9375	210.5
OG0000335	695.40625	553.4545454545455	800.5714285714286	761.6666666666666	741.1428571428571	772.0
OG0000336	158.34375	151.75	166.54545454545453	160.0	150.83333333333334	159.33333333333334
OG0000337	864.90625	690.4	942.375	0	1014.7777777777778	755.3
OG0000338	556.78125	276.0	571.6521739130435	0	609.0	584.6666666666666
OG0000339	450.53125	356.72727272727275	458.75	267.0	544.2727272727273	569.0
OG0000340	178.5	168.66666666666666	175.66666666666666	188.5	178.52380952380952	176.0
